"ID"	"Probesets"	"Symbol"	"logFC"	"FC"	"PValue"	"AdjPVal"
"NM_198449"	"226789_at"	"EMB"	2.91842506876294	18.5121091898668	6.20025129727481e-07	4.27676424709751e-06
"NM_001193307"	"219691_at"	"SAMD9"	2.9195124868019	18.5322505403883	2.85806098803467e-08	3.40165297987656e-07
"NM_175571"	"235306_at"	"GIMAP8"	2.92502579675562	18.6347067586749	7.7873657724232e-06	3.28259098879228e-05
"NM_001198980"	"225282_at"	"SMAP2"	2.9252271350824	18.6384590170779	1.05585612560704e-05	4.24440177644685e-05
"NM_001007231"	"1555076_at"	"ARHGAP25"	2.93265214291085	18.7773647711814	7.40712124672116e-07	4.88708977908668e-06
"NM_024711"	"219777_at"	"GIMAP6"	2.94206043694747	18.9548614011519	1.6744189071243e-05	6.04983497990744e-05
"NM_002123"	"209480_at"	"HLA-DQB1"	2.94535994898613	19.0175064868097	5.47651445928413e-07	3.91087561974761e-06
"NM_144658"	"226875_at"	"DOCK11"	2.95391307035746	19.1808631367243	1.64354618851709e-07	1.41505853910214e-06
"NM_005199"	"221355_at"	"CHRNG"	2.95818598954595	19.2629967650862	0.00015899976315454	0.000326056946739209
"NM_001030288"	"1568964_x_at"	"SPN"	2.96085883882985	19.3145527221536	3.76876035292816e-06	1.77336242963364e-05
"NM_198281"	"1556697_at"	"GPRIN3"	2.96436965001119	19.3824816428471	9.17552042951092e-09	1.50528132451706e-07
"NM_014253"	"1553007_a_at"	"TENM1"	2.96873456702086	19.4672694779731	4.96174540658642e-06	2.23094774947997e-05
"NM_001271010"	"204236_at"	"FLI1"	2.9703934818381	19.4995908215269	2.41549972900805e-07	2.00850456918889e-06
"NM_001013838"	"227216_at"	"RLTPR"	2.97820235744734	19.6524567795143	0.000289772014794392	0.000512803536385411
"NM_006120"	"217478_s_at"	"HLA-DMA"	2.97871060127626	19.6624475580561	6.924409273542e-07	4.67012936559999e-06
"NM_001042600"	"206296_x_at"	"MAP4K1"	2.98741204505745	19.8342857761524	0.000787091949419748	0.00107604687679682
"NM_001199837"	"218404_at"	"SNX10"	2.99882610191543	20.0619723837559	0.0007186321149739	0.001013115152028
"NM_014398"	"205569_at"	"LAMP3"	2.99974546437729	20.0804250891391	4.98559915440349e-05	0.00013570666756605
"NR_038459"	"1554486_a_at"	"GFOD1"	3.00037547692508	20.0930799948662	0.00171494356497936	0.00193171159764746
"NR_003955"	NA	"EMBP1"	3.00532524605559	20.1927826509651	0.000208595612679354	0.000406131513541355
"NM_001289"	"213415_at"	"CLIC2"	3.02226127806523	20.5376806219833	3.71663010703801e-06	1.76249568357193e-05
"NM_001282427"	"206369_s_at"	"PIK3CG"	3.03635826719169	20.8292503817575	1.17932077005089e-06	7.15847707420889e-06
"NM_033387"	"227002_at"	"FAM78A"	3.03643717930799	20.8308941268409	0.000299436564956586	0.000525068504500912
"NM_031311"	"208146_s_at"	"CPVL"	3.04908353596889	21.0960018336203	0.000150157583440085	0.000312243345364584
"NM_002125"	NA	"HLA-DRB5"	3.07115343481853	21.5667641909178	1.23394953521727e-06	7.38223574132611e-06
"NM_001251853"	"220566_at"	"PIK3R5"	3.07660764367178	21.6847151994171	4.62656495421537e-06	2.09576487105129e-05
"NM_001130985"	"218660_at"	"DYSF"	3.07752028624892	21.7045146273074	0.000208752936120103	0.000406131513541355
"NM_002118"	"203932_at"	"HLA-DMB"	3.08454980779212	21.8576244945373	1.3882625024827e-05	5.36735884717834e-05
"NM_001024024"	"204224_s_at"	"GCH1"	3.10205696086663	22.243658591505	0.000256481939948962	0.000468929329966927
"NR_049793"	"243871_at"	"LOC100130476"	3.10210391103072	22.2447029594423	3.76533855516441e-05	0.000115178941288495
"NM_052947"	"228367_at"	"ALPK2"	3.11503032412642	22.5341136704459	0.00126970383378743	0.00153834376668457
"NM_001243784"	"204134_at"	"PDE2A"	3.12290529530015	22.7122697322543	0.000544150798891113	0.000827818383275452
"NM_182962"	"210538_s_at"	"BIRC3"	3.12713562011188	22.8085535226989	2.34492260838479e-08	2.90483270059096e-07
"NM_153648"	"1568870_at"	"SLC24A4"	3.13441761361363	22.9752514712951	0.00174334903053347	0.00194545176392793
"NM_000397"	"203922_s_at"	"CYBB"	3.15220972050969	23.3876877768743	8.44271815460022e-10	1.70824330661411e-08
"NM_000885"	"205884_at"	"ITGA4"	3.15383103768599	23.4256373926498	3.27312386795114e-07	2.48348273480793e-06
"NM_033054"	"227799_at"	"MYO1G"	3.16699868848494	23.7361377996629	1.3755597903385e-05	5.35233841497094e-05
"NM_173653"	"227791_at"	"SLC9A9"	3.16872980215888	23.7772633385956	5.29448992777862e-06	2.36305543100119e-05
"NM_023068"	"219519_s_at"	"SIGLEC1"	3.16994464386967	23.8061665026979	3.74601184432599e-07	2.77296242622667e-06
"NM_022912"	"204364_s_at"	"REEP1"	3.17393769275504	23.9014157301693	0.000801780537611569	0.00108392157311854
"NM_001175"	"1555811_at"	"ARHGDIB"	3.18597919838288	24.1909645655076	3.34821086511621e-10	8.76903148090763e-09
"NR_027689"	NA	"CERKL"	3.19431583548107	24.3934788292217	2.97723730108018e-06	1.47036665126001e-05
"NM_001080157"	"224451_x_at"	"ARHGAP9"	3.20755850899846	24.7186621010361	2.83246963008824e-05	9.34407100795414e-05
"NM_020722"	"1564828_at"	"KIAA1211"	3.20908366026896	24.7563905634373	1.66461591875552e-05	6.04983497990744e-05
"NM_001170794"	"221234_s_at"	"BACH2"	3.21624724627585	24.9343718273837	1.1688839362534e-07	1.04340080780267e-06
"NM_014767"	"202523_s_at"	"SPOCK2"	3.23440345931839	25.391220364177	1.81092366563628e-05	6.50432346178238e-05
"NM_001254750"	"1566099_at"	"CD6"	3.23669266253732	25.4494126090916	0.000520781537178667	0.000798268669362249
"NM_001040651"	"213539_at"	"CD3D"	3.24398187850346	25.6355966171624	4.77038187950297e-05	0.000132220173555174
"NM_001252103"	"204411_at"	"KIF21B"	3.24847221012016	25.7509677807042	8.18089757324779e-06	3.42469298411131e-05
"NM_001160161"	"207413_s_at"	"SCN5A"	3.2489072257397	25.7621722907989	0.000508383463970106	0.000789229571943362
"NM_006113"	"218806_s_at"	"VAV3"	3.24954799011541	25.7786850628767	0.000316183701180686	0.000545237234706468
"NM_001174167"	"207540_s_at"	"SYK"	3.25810952111541	26.0003375626335	2.86207132360609e-07	2.25620427718039e-06
"NM_014716"	"205212_s_at"	"ACAP1"	3.28371747572948	26.6747513512577	0.00011997747805811	0.000261026269466928
"NM_001282283"	"228410_at"	"GAB3"	3.2877490104469	26.7825086050131	2.22764369048667e-05	7.72674125785948e-05
"NM_014395"	"219290_x_at"	"DAPP1"	3.29658069808544	27.0200909374055	2.2652270158074e-06	1.20613403385534e-05
"NR_037175"	"1555852_at"	"TAPSAR1"	3.32474083391251	27.7917950184633	3.90126406534174e-05	0.000116164848563548
"NM_006840"	"206856_at"	"LILRB5"	3.32544711831131	27.8114308631285	0.000246553886478346	0.000457670364196807
"NM_001637"	"205639_at"	"AOAH"	3.32576732284633	27.8203376353345	2.11767855869918e-06	1.16857353193673e-05
"NM_001199834"	"203868_s_at"	"VCAM1"	3.3300133794005	27.9387155040001	1.30792613929325e-07	1.15059589355218e-06
"NM_002209"	"1554240_a_at"	"ITGAL"	3.33322338109271	28.0285429239985	2.53596647173432e-08	3.07866329668547e-07
"NM_014424"	"218934_s_at"	"HSPB7"	3.34037308863398	28.22965690507	0.000850637685344424	0.00112003703905437
"NM_001199640"	"209821_at"	"IL33"	3.34860581148165	28.4630231481704	9.89658749062792e-08	8.96601284598678e-07
"NM_000215"	"207187_at"	"JAK3"	3.35468450120967	28.6365679627707	7.1996146573215e-07	4.8023803263672e-06
"NR_024043"	"203236_s_at"	"LGALS9"	3.36024495206856	28.7962437148688	0.000172388082023538	0.000351139482511032
"NM_001039396"	"226818_at"	"MPEG1"	3.36683509496385	28.9866417618843	3.09657490408285e-09	5.64684771497622e-08
"NM_001252334"	"1552667_a_at"	"SH2D3C"	3.37247476949022	29.1505788283686	0.000453960284491647	0.000732856097570292
"NM_005337"	"209734_at"	"NCKAP1L"	3.38022122767491	29.3772694594736	1.82696773109817e-08	2.41080307125346e-07
"NM_002872"	"207419_s_at"	"RAC2"	3.38237109131819	29.4404945213025	4.79639503735764e-05	0.000132336899439822
"NM_001164741"	"204425_at"	"ARHGAP4"	3.38336298411423	29.4697108230545	5.95730293438437e-06	2.5829163436938e-05
"NM_004615"	"202242_at"	"TSPAN7"	3.39219927107053	29.7312675376394	5.58604390337428e-07	3.92525836279739e-06
"NM_005084"	"206214_at"	"PLA2G7"	3.40652718767743	30.1603210409649	0.00195636744566421	0.00210588482417541
"NM_001114086"	"213317_at"	"CLIC5"	3.40805656586989	30.2064828686911	3.31786636598955e-05	0.00010544214053171
"NM_001976"	"204483_at"	"ENO3"	3.41055715634908	30.2821114307853	0.000912070472840006	0.00118435687534707
"NM_001442"	"203980_at"	"FABP4"	3.41492252899772	30.414593087282	0.000284209503946536	0.000507397555575139
"NM_001278733"	"1552541_at"	"TAGAP"	3.41750146296296	30.4931315436509	2.64515514927789e-07	2.11264365212063e-06
"NM_198271"	"1555567_s_at"	"LMOD3"	3.42194430895364	30.6289092271998	0.00027885290650651	0.000500780219672933
"NM_002122"	"203290_at"	"HLA-DQA1"	3.42681290768325	30.7783926879758	3.52022639634902e-09	6.10507835023959e-08
"NM_004946"	"1554325_at"	"DOCK2"	3.42767117676318	30.804820170073	1.35996483648392e-08	1.9654729898708e-07
"NM_001159701"	"201539_s_at"	"FHL1"	3.43530305980227	31.0408183644722	3.41760904094291e-05	0.000107282116657494
"NM_015864"	"206707_x_at"	"FAM65B"	3.43755349788126	31.1107524657899	3.42823613282226e-06	1.65153915287548e-05
"NM_006762"	"201720_s_at"	"LAPTM5"	3.44082982345468	31.2128485784269	1.21690154272023e-08	1.84664809107794e-07
"NR_026691"	"204912_at"	"IL10RA"	3.44961939151709	31.4884052735485	6.30547718179454e-10	1.41756468494418e-08
"NM_153259"	"1555465_at"	"MCOLN2"	3.45200661641711	31.5636649738537	7.08426215767801e-05	0.000177692030153329
"NM_004797"	"207175_at"	"ADIPOQ"	3.45634967962911	31.7010460775036	0.000514362394491817	0.000792431404712013
"NM_002298"	"208885_at"	"LCP1"	3.46036613370096	31.8286279148873	4.86955898672253e-11	1.73871900290622e-09
"NM_006691"	"219059_s_at"	"LYVE1"	3.46260546103635	31.899982494738	2.51522846311844e-07	2.03565823615052e-06
"NM_002664"	"203470_s_at"	"PLEK"	3.47746821496132	32.3776449817742	3.16297895072803e-09	5.64684771497622e-08
"NM_001282335"	"212873_at"	"HMHA1"	3.47878146565936	32.42019287856	0.000100051446001833	0.000230042529254214
"NM_000702"	"203295_s_at"	"ATP1A2"	3.48143041561221	32.5061861926656	0.00072666131898814	0.00101626089749231
"NM_001031680"	"204197_s_at"	"RUNX3"	3.49169535018521	32.8415785122719	4.42013857310844e-06	2.01731136381716e-05
"NM_001193431"	"206060_s_at"	"PTPN22"	3.49671038421035	33.0066938293553	6.8735351650428e-06	2.9176474441825e-05
"NM_130759"	"1552315_at"	"GIMAP1"	3.53036729528952	34.1365034893617	0.000697228499145384	0.00100152995503465
"NR_033320"	"227168_at"	"MIAT"	3.54146147094782	34.5173284187544	8.10118897204838e-10	1.69675513565257e-08
"NM_014689"	"215151_at"	"DOCK10"	3.54584992562177	34.6691390133052	3.13813755566796e-11	1.19053093518153e-09
"NM_015553"	"214735_at"	"IPCEF1"	3.55358951472075	34.9385049499053	4.18033804806612e-07	3.05718698213992e-06
"NM_032505"	"239835_at"	"KBTBD8"	3.56354867295719	35.2882015005092	7.18202963116724e-05	0.000179002086353714
"NM_178129"	"229686_at"	"P2RY8"	3.56954151301026	35.5003129881552	1.71387573895126e-06	9.72264087423754e-06
"NM_139351"	"202931_x_at"	"BIN1"	3.57160417259431	35.5736136201142	1.02281354382196e-05	4.13898547399955e-05
"NM_001838"	"206337_at"	"CCR7"	3.58802242971418	36.1624912997349	0.000305391137086429	0.000532679368423743
"NM_001002264"	"227609_at"	"EPSTI1"	3.59593058971495	36.4496038365904	7.026771202254e-08	7.10152801304003e-07
"NM_016817"	"204972_at"	"OAS2"	3.60585605995671	36.8131846653011	5.69976523101645e-06	2.48903416922805e-05
"NM_145799"	"1555526_a_at"	"SEPT6"	3.61494499085605	37.1493023181196	1.1342818328713e-08	1.76540787834072e-07
"NM_207163"	"239057_at"	"LMOD2"	3.63409739641721	37.8676579834702	0.00136466526833703	0.001617874644298
"NM_004119"	"206674_at"	"FLT3"	3.63434836912861	37.8771629249592	0.000286792623921677	0.00051050769126234
"NM_153236"	"228071_at"	"GIMAP7"	3.65408283772587	38.6320729818906	7.94844246243375e-08	7.65826122967823e-07
"NM_001193536"	"225502_at"	"DOCK8"	3.66396825297098	39.0158608911667	4.84638004125303e-08	5.07198738800102e-07
"NM_001184882"	"205988_at"	"CD84"	3.67417549000189	39.416144450454	7.97698437804395e-11	2.54843658814352e-09
"NM_173558"	"1553906_s_at"	"FGD2"	3.67533316786804	39.4618020717628	3.68506001660609e-05	0.000114124052555097
"NM_005565"	"205269_at"	"LCP2"	3.69072117607391	40.0737367588606	2.64486922051462e-11	1.14673972632312e-09
"NM_005181"	"204865_at"	"CA3"	3.7109097038586	40.8909883020642	0.00120461383258521	0.00147122856414331
"NM_020704"	"1555292_at"	"STRIP2"	3.71730602153649	41.1533783237806	1.17553535219178e-06	7.15847707420889e-06
"NM_000651"	"206244_at"	"CR1"	3.7184646546399	41.2010876236737	8.10640839109137e-10	1.69675513565257e-08
"NM_002471"	"214468_at"	"MYH6"	3.72714402851573	41.5602436372666	0.000388989422787179	0.0006483307062176
"NR_026692"	"1555729_a_at"	"CD209"	3.73406109111609	41.8487149811872	2.6964592630609e-06	1.37542081737644e-05
"NM_001195144"	"226641_at"	"ANKRD44"	3.74128402697674	42.1520798389041	3.62451207851433e-08	3.92871219938964e-07
"NM_016599"	"207148_x_at"	"MYOZ2"	3.75088162222153	42.5585860606148	0.000381304268645681	0.000637607964374458
"NM_018326"	"219243_at"	"GIMAP4"	3.76983545962918	43.3729276510911	1.52487132550965e-08	2.10362930587354e-07
"NM_001243835"	"206118_at"	"STAT4"	3.77871308776843	43.7596906027837	1.65517555644567e-07	1.41505853910214e-06
"NM_001231"	"219645_at"	"CASQ1"	3.7908031175576	44.2919576445433	2.60716919146476e-05	8.74337955369673e-05
"NM_017533"	NA	"MYH4"	3.80929108711819	45.1184424812518	0.000137174941253294	0.000290122610943379
"NM_002864"	"207330_at"	"PZP"	3.81852740291328	45.5371011195947	1.93349436959366e-08	2.44506475488199e-07
"NM_018460"	"1561489_at"	"ARHGAP15"	3.83618780879305	46.3484480787896	2.06786656727416e-07	1.74332639768807e-06
"NM_002470"	"205940_at"	"MYH3"	3.84327473763603	46.6780829019289	2.93189960509893e-08	3.41745508691098e-07
"NR_036502"	"232001_at"	"PRKCQ-AS1"	3.85869241862394	47.4033271191095	5.12555152338134e-07	3.70382116034818e-06
"NM_001282237"	"219528_s_at"	"BCL11B"	3.88086656760367	48.466196114438	1.68062570383651e-06	9.62396039838455e-06
"NM_001134486"	"229625_at"	"GBP5"	3.90312449448158	49.5570481813442	8.08648033857025e-08	7.66952119611272e-07
"NM_001171610"	"213371_at"	"LDB3"	3.94059844823953	51.4493818813278	4.58346656568232e-05	0.000130007673148092
"NM_212535"	"207957_s_at"	"PRKCB"	3.96534914516422	52.7386796304974	9.89592150874983e-07	6.322973006117e-06
"NM_152615"	"1553380_at"	"PARP15"	3.97346830490601	53.1686163958164	6.32779546637724e-05	0.000164848577171287
"NM_032608"	"1554579_a_at"	"MYO18B"	3.97736773148858	53.3763482663149	0.000168971926327542	0.000345339930238445
"NM_000061"	"205504_at"	"BTK"	3.99579626308743	54.3691155122071	6.20984828744432e-06	2.67331766700617e-05
"NR_038272"	"1556043_a_at"	"TTN-AS1"	4.01430696925116	55.3848986611759	1.00304682801033e-05	4.11384746352885e-05
"NR_026800"	"206478_at"	"KIAA0125"	4.03175406389987	56.35968308125	0.000328361307889235	0.000561159305592178
"NM_014350"	"208296_x_at"	"TNFAIP8"	4.07399657106081	58.7914579305138	9.72842941337323e-09	1.5539885931362e-07
"NM_130446"	"1555275_a_at"	"KLHL6"	4.0929521403938	59.9165128284708	3.75572296520566e-09	6.33256622188843e-08
"NM_002985"	"1405_i_at"	"CCL5"	4.14293512244914	62.9874262065604	2.80455359399967e-05	9.30253569157267e-05
"NM_153235"	"227834_at"	"TXLNB"	4.15728072728915	63.8975313290597	6.88087795341247e-08	7.0791405385108e-07
"NM_001715"	"206255_at"	"BLK"	4.17805193873238	65.2386404764726	0.00112638008887203	0.00141379454507946
"NM_018384"	NA	"GIMAP5"	4.20578498449788	67.0732284509839	2.22690771214934e-06	1.20613403385534e-05
"NM_001458"	"207876_s_at"	"FLNC"	4.2163968689046	67.7887918208967	8.70402337046323e-05	0.000208005597868944
"NM_001781"	"209795_at"	"CD69"	4.26349877702391	71.0581657114641	6.11360736668978e-12	3.09246639298391e-10
"NM_001278417"	"204581_at"	"CD22"	4.27539623268602	71.9086262136774	0.000214606184172214	0.000413542710452489
"NM_005546"	"211339_s_at"	"ITK"	4.34780354572926	77.3084717817074	1.26012574241687e-10	3.82448162823519e-09
"NM_133432"	"1557994_at"	"TTN"	4.36353881369939	78.5345624359583	0.00248460877209961	0.00248870878657502
"NM_000733"	"205456_at"	"CD3E"	4.39106403638404	80.7262689859615	5.69421088277746e-06	2.48903416922805e-05
"NM_152468"	"227353_at"	"TMC8"	4.39725916511538	81.2279309400576	1.45342654147422e-08	2.0516974666857e-07
"NM_001256268"	"235367_at"	"MYPN"	4.44482593279861	85.1850486237062	3.17666285709313e-05	0.000102565657141252
"NM_003970"	"205826_at"	"MYOM2"	4.44984213860505	85.6134278802402	2.63380470312813e-06	1.35484699559218e-05
"NM_001243093"	"205285_s_at"	"FYB"	4.48359358931013	88.552322261399	6.28456745886852e-11	2.11929580418511e-09
"NM_001042723"	"205485_at"	"RYR1"	4.48814147100091	88.955964910274	4.44306983104982e-05	0.000127611104719855
"NM_002838"	"1552480_s_at"	"PTPRC"	4.49676617111268	89.7265014778015	3.59876778665843e-10	8.76903148090763e-09
"NM_001744"	"210349_at"	"CAMK4"	4.50039790834071	90.0529569950713	8.8411020297226e-07	5.70909460855491e-06
"NM_004288"	"209606_at"	"CYTIP"	4.53567069736963	93.2860610432129	7.50938550178702e-13	5.6977462494809e-11
"NM_198060"	"207089_at"	"NRAP"	4.55325209561851	94.9406629204219	0.000257518730563946	0.000469411019376323
"NM_007237"	"207777_s_at"	"SP140"	4.569061361868	96.4535323063742	1.92436338683591e-08	2.44506475488199e-07
"NM_001040033"	"203416_at"	"CD53"	4.57773001670551	97.293289208501	1.91645926138211e-13	1.9388179527649e-11
"NM_001006658"	"205544_s_at"	"CR2"	4.6105504161096	100.539472955135	3.78436819566019e-05	0.000115178941288495
"NM_001819"	"204260_at"	"CHGB"	4.61903599256589	101.396238272631	0.000218182418397128	0.000419103569516002
"NM_052862"	"225763_at"	"RCSD1"	4.63956969774898	103.499801802197	1.88149321916199e-14	2.85516596007832e-12
"NM_001008540"	"209201_x_at"	"CXCR4"	4.6988855365866	109.824708604432	1.04949190648167e-12	7.07823985815968e-11
"NM_001220766"	"1557632_at"	"IKZF1"	4.73001389197028	113.297136258177	1.45778709119129e-10	4.21369887787196e-09
"NM_002163"	"204057_at"	"IRF8"	4.73690962543456	114.081103018452	6.05376392080855e-14	7.34926939986158e-12
"NM_014391"	"206029_at"	"ANKRD1"	4.76465120792373	117.290200259981	6.07727288469969e-05	0.000160735806787409
"NM_006063"	"219106_s_at"	"KLHL41"	4.78314610541205	119.479654949921	0.000133826568148734	0.000284030513518468
"NM_005963"	"205951_at"	"MYH1"	4.78891681511888	120.171130588192	0.00182211593616606	0.00198349630918016
"NM_052931"	"1552497_a_at"	"SLAMF6"	4.81715013332024	123.612309726408	3.28815976745754e-05	0.000105048051518249
"NR_003945"	"1562364_at"	"GVINP1"	4.82127104812829	124.122756555601	3.61162746330627e-10	8.76903148090763e-09
"NM_001561"	"207536_s_at"	"TNFRSF9"	4.84811209715238	127.499455901783	3.18053100774744e-07	2.44377509076291e-06
"NM_004533"	"206394_at"	"MYBPC2"	4.93224355847554	138.690323398731	7.59664852850184e-05	0.000185934099064541
"NM_000206"	"204116_at"	"IL2RG"	4.93782952623606	139.467210888064	1.76775806639496e-12	1.07302914630174e-10
"NM_000073"	"206804_at"	"CD3G"	4.93802356891968	139.494276105761	6.79088794946529e-07	4.63153818575891e-06
"NM_001199144"	"228794_at"	"XIRP2"	5.0060378086701	149.311960024873	0.000461997368946569	0.000739927184566141
"NM_206819"	"214087_s_at"	"MYBPC1"	5.0659716856377	158.534412868027	0.000675203571965805	0.000978158873945689
"NM_001278343"	"203861_s_at"	"ACTN2"	5.09552971421487	163.290318922117	0.000310428151323266	0.000536837287331119
"NM_004543"	"205054_at"	"NEB"	5.1047351869809	164.800423455055	0.00173727238523221	0.00194545176392793
"NM_003281"	"205177_at"	"TNNI1"	5.10561220890371	164.945020437408	4.2831033698483e-06	1.98461354618162e-05
"NM_001195286"	"204562_at"	"IRF4"	5.17627264024493	177.021755994746	7.58012164266438e-17	4.60113383709728e-14
"NM_005368"	"204179_at"	"MB"	5.25441270892066	191.409040016683	0.0004684614675396	0.000744387724598264
"NR_029467"	"204563_at"	"SELL"	5.3733124893184	215.575778761785	1.62444928865082e-09	3.08137724440953e-08
"NM_000432"	"209742_s_at"	"MYL2"	5.39892968271662	221.169567864318	0.00040374979415161	0.000662367905540614
"NM_001100"	"203872_at"	"ACTA1"	5.41815236120678	225.462164784963	0.00071936182952894	0.001013115152028
"NM_003280"	"209904_at"	"TNNC1"	5.49334940221389	243.069984082006	6.8243258281284e-05	0.00017332074383573
"NM_173648"	"1553645_at"	"CCDC141"	5.68405571397039	294.13996161421	1.08368952343093e-14	2.19266513574192e-12
"NM_001927"	"202222_s_at"	"DES"	5.69294713130923	296.766944261659	2.32007329522728e-06	1.21403835362324e-05
"NM_001010923"	"1558971_at"	"THEMIS"	5.78239468278545	324.535420018055	9.87435470813747e-10	1.93346235736756e-08
"NM_016619"	"219014_at"	"PLAC8"	5.7886232041024	326.563103980897	2.05036742993201e-12	1.1314300272443e-10
"NM_001042780"	"1569986_x_at"	"TNNT3"	5.85807702877948	350.050359626248	1.02000832859728e-06	6.44942766102658e-06
"NM_002989"	"204606_at"	"CCL21"	5.91117133294915	369.138286112799	2.95517956646388e-11	1.19053093518153e-09
"NM_002351"	"210116_at"	"SH2D1A"	6.08204345959195	437.923159297469	2.21013874818316e-11	1.0319647847286e-09
"NM_002472"	"206717_at"	"MYH8"	6.08557368658111	439.471859476794	0.000122155979811138	0.000264816713376289
"NM_002185"	"205798_at"	"IL7R"	6.14003628523643	464.070409458306	3.97388652978996e-10	9.27749662916349e-09
"NM_001243078"	"206545_at"	"CD28"	6.23573771698662	510.677214776478	1.78542398387674e-15	5.4187617910659e-13
"NM_152866"	"210356_x_at"	"MS4A1"	6.74514912005567	849.925858219334	4.38153701329787e-08	4.66595257381018e-07
