"ID"	"Probesets"	"Symbol"	"logFC"	"FC"	"PValue"	"AdjPVal"
"NM_000200"	"206786_at"	"HTN3"	-10.8839769817035	1.87563727798309e-05	0.00250133222819078	0.00250133222819078
"NM_001009181"	"206835_at"	"STATH"	-9.86364617373748	5.20322846315035e-05	0.000671329147629658	0.000978134156271809
"NM_199353"	"207752_x_at"	"PRB1"	-8.42540020152408	0.000219227577394101	0.00204984929610605	0.00219445947572552
"NM_001008221"	NA	"AMY1A"	-8.06546547641732	0.000314204824805975	0.00147437525018045	0.00171774621278221
"NM_052863"	"230378_at"	"SCGB3A1"	-7.84162954818797	0.000393028060379184	0.000457442956483242	0.000736519561234291
"NM_006685"	"207441_at"	"SMR3B"	-7.73626319916994	0.000436700392289019	0.00157155216344115	0.0018101179567529
"NM_001008219"	NA	"AMY1C"	-7.42373631652536	0.000596914711536459	0.00181037831744947	0.00197643819908602
"NM_001083111"	"207987_s_at"	"GNRH1"	-7.26332139793337	0.000700776607972842	0.000548013272681168	0.000831610141293672
"NM_001110213"	NA	"PRH2"	-7.18838511886916	0.000755307868586984	0.00219622765167138	0.00227105653247791
"NM_002275"	"204734_at"	"KRT15"	-7.09710309605114	0.000827498638483858	7.13310217471429e-13	5.6977462494809e-11
"NM_001104548"	"1555942_a_at"	"MIR205HG"	-6.41812890015705	0.00163170646596705	3.09857092895951e-06	1.50466604310274e-05
"NM_006103"	"1552261_at"	"WFDC2"	-6.37423139497178	0.00170492970988259	6.17773686944234e-05	0.000162332739383182
"NM_005971"	"202488_s_at"	"FXYD3"	-6.24921014628131	0.00193197951493969	2.83714936029404e-06	1.42326418322189e-05
"NM_002353"	"202285_s_at"	"TACSTD2"	-5.79909069251149	0.00303030897560899	2.19603190497488e-10	6.05905166508979e-09
"NR_023847"	"230068_s_at"	"PEG3-AS1"	-5.79441560252427	0.00304450911034916	1.33788004674033e-08	1.9654729898708e-07
"NM_145252"	"228058_at"	"ZG16B"	-5.78670151712023	0.0030680855319912	0.000947119640969589	0.0012205979237124
"NM_002639"	"1555551_at"	"SERPINB5"	-5.6860187190367	0.00339307489839501	1.70770947762413e-08	2.30351033981744e-07
"NM_003064"	"203021_at"	"SLPI"	-5.35816963791782	0.00470951834722851	2.33289331297404e-05	8.04583091463207e-05
"NM_001884"	"205523_at"	"HAPLN1"	-5.3382347205009	0.0048043442394148	0.000150720428652097	0.000312243345364584
"NM_001008489"	"230434_at"	"PHOSPHO2"	-5.33134058342042	0.00483758048315266	4.11470266177304e-05	0.000120658189164069
"NM_000699"	NA	"AMY2A"	-5.29578076211575	0.00501269912167638	0.00129159707682202	0.00154634995193484
"NM_000526"	"209351_at"	"KRT14"	-5.18252691787637	0.00561380285755588	3.24866361361756e-05	0.000104335386955866
"NM_001584"	"205413_at"	"MPPED2"	-4.95762838096896	0.00702957956367277	3.4539929859936e-08	3.8825439675891e-07
"NM_078485"	"1555527_at"	"COL9A1"	-4.776361556154	0.00842660297999425	5.49006343635085e-05	0.000147454358666591
"NM_020978"	NA	"AMY2B"	-4.55846226288372	0.0104781592155972	0.000497653917716267	0.000776544802194792
"NM_002423"	"204259_at"	"MMP7"	-4.40242241576495	0.0122476350745839	4.94574695400905e-05	0.000135228306355112
"NM_001282433"	"218963_s_at"	"KRT23"	-4.37208263536219	0.0126249200645419	2.82775523579758e-06	1.42326418322189e-05
"NM_001126060"	"1563512_at"	"NOS1AP"	-4.35639362671125	0.0128245544828087	0.000235301644325518	0.000443565522067048
"NM_032865"	"222265_at"	"TNS4"	-4.3438146184746	0.0129868935509269	0.000116959652081066	0.000258546607270892
"NM_206956"	"204086_at"	"PRAME"	-4.32216279770054	0.0132711496688793	7.13662617455423e-08	7.10152801304003e-07
"NM_206966"	"1554195_a_at"	"C5orf46"	-4.31916916903854	0.0133109380890686	0.000350795889976984	0.000591480847822304
"NR_045658"	"226455_at"	"CREB3L4"	-4.30382977369967	0.0135166938810041	0.000841564792559837	0.00111062159637699
"NM_006533"	"206560_s_at"	"MIA"	-4.26503976135164	0.0140513084229233	0.000583942166482271	0.000868757095722398
"NM_024889"	"1554190_s_at"	"PLEKHS1"	-4.22870887419561	0.0145711916500507	3.36066090574118e-05	0.00010624589425963
"NM_000422"	NA	"KRT17"	-4.20854015010974	0.0148680576349829	0.000335141581324654	0.000568242848782304
"NR_073009"	"203638_s_at"	"FGFR2"	-4.20346402640375	0.0149437216121904	6.70966291602015e-05	0.000171124596219506
"NM_052943"	"229518_at"	"FAM46B"	-4.17838242802867	0.0153232740291361	0.000729966641361854	0.00101626089749231
"NM_005656"	"1570433_at"	"TMPRSS2"	-4.15321947941312	0.0157137448823799	1.01606370601832e-05	4.13898547399955e-05
"NR_036489"	NA	"DLGAP1-AS5"	-4.08843173790259	0.0167655056594957	0.000117766445134663	0.000258546607270892
"NM_033172"	"206947_at"	"B3GALT5"	-4.02159941304335	0.0179242736839123	0.000887668015465587	0.00115625426048844
"NM_001062"	"205513_at"	"TCN1"	-4.01660277522504	0.0180140589130017	0.00118232430770408	0.00145572181496223
"NM_001206615"	"219850_s_at"	"EHF"	-3.94040373638097	0.0194403643783938	0.000763397481381652	0.00105314152545151
"NM_014553"	"219735_s_at"	"TFCP2L1"	-3.90261488558485	0.0201890503063911	0.000592877521304159	0.000879894023060207
"NM_001077710"	"226863_at"	"FAM110C"	-3.81283138152149	0.0220855577065643	2.12793097811863e-05	7.46620869201162e-05
"NM_002398"	"1559477_s_at"	"MEIS1"	-3.8061088704013	0.022234528280989	8.48731664030579e-07	5.53957118351142e-06
"NR_034129"	"242350_s_at"	"ST8SIA6-AS1"	-3.67733036733606	0.0252904008740618	0.00225472969638201	0.00231185967179709
"NM_001446"	"205029_s_at"	"FABP7"	-3.64868799356723	0.0260252516867505	0.000460277042907189	0.000739122129747787
"NM_024423"	"206032_at"	"DSC3"	-3.63067368464582	0.0264983268784397	0.00142448791151587	0.00167049845977355
"NM_002343"	"202018_s_at"	"LTF"	-3.60881920779157	0.0270838083425712	0.00232663069511806	0.00236944500749721
"NM_001037132"	"204105_s_at"	"NRCAM"	-3.58875424015542	0.0276327327391307	1.31721368548774e-06	7.76260880670931e-06
"NM_003012"	"202035_s_at"	"SFRP1"	-3.55174261822175	0.0286746271627603	1.8318508605031e-05	6.54078513132576e-05
"NM_001171195"	"208427_s_at"	"ELAVL2"	-3.49847701466756	0.0302434086333132	9.33089231252505e-05	0.000217840447450104
"NM_001278642"	"1558643_s_at"	"EDIL3"	-3.3856372901309	0.0338560593365991	0.000408816371003485	0.000667074024728805
"NR_036442"	"1558463_s_at"	"LMF1"	-3.33130707038391	0.0357463515218171	0.0010152436615868	0.00129193480625406
"NM_198182"	"1552685_a_at"	"GRHL1"	-3.30185278650003	0.0368148940341178	0.000811816022660284	0.00108581017961087
"NR_027481"	"1569468_at"	"ZNF876P"	-3.29930541950848	0.0369087946288383	0.000560005176227237	0.000841393915767161
"NM_001030060"	"1569433_at"	"SAMD5"	-3.20349308542652	0.0406200665113797	7.01594098530272e-05	0.000177145178781565
"NM_148672"	"224027_at"	"CCL28"	-3.19078534600946	0.041139549467954	0.000426096555719784	0.000691552431342002
"NM_000909"	"205440_s_at"	"NPY1R"	-3.17774088682523	0.0416797080206103	0.00207809051436174	0.00220524640247828
"NM_007231"	"219795_at"	"SLC6A14"	-3.16232856401415	0.0423270649579787	0.000621277457404289	0.000915695069341469
"NM_021102"	"210715_s_at"	"SPINT2"	-3.1503227480281	0.0428382986592274	0.00206686404048057	0.00220102889924861
"NM_001005619"	"204989_s_at"	"ITGB4"	-3.12193562564784	0.0440717793392709	0.000709136605610505	0.00101043643099901
"NM_005556"	"1558393_at"	"KRT7"	-3.11666595930038	0.0443046359110912	0.00139610838976672	0.00164551027687068
"NM_021045"	"1569557_at"	"ZNF248"	-3.10083603050123	0.0450115556254165	0.00121789336224466	0.00148148551279059
"NM_000740"	"1553705_a_at"	"CHRM3"	-3.09992533568832	0.0450525660868186	0.000258589978580974	0.000469952446103746
"NM_004476"	"217483_at"	"FOLH1"	-3.06159580589048	0.0468129312300391	0.000150307037844535	0.000312243345364584
"NM_001190726"	"227758_at"	"RERG"	-3.01713045043824	0.0489414569913948	0.00115939351319823	0.00143330318230412
"NM_001256461"	"204404_at"	"SLC12A2"	-2.97220787215125	0.0511901641339029	8.96285409352001e-05	0.000211690756216601
"NM_004360"	"201130_s_at"	"CDH1"	-2.96544519748203	0.0515375197629388	5.90642978051791e-05	0.000157245740209402
"NM_001134222"	"228404_at"	"IRX2"	-2.96000509797724	0.0518186530017389	0.00115392519125857	0.00142945426753868
"NM_000346"	"202935_s_at"	"SOX9"	-2.95945481698588	0.0518471756685044	0.000128695644371079	0.000275064282159312
"NM_006941"	"209842_at"	"SOX10"	-2.92088941107515	0.0538857394074015	0.0012074552163629	0.00147173758299654
"NM_001010980"	NA	"NCMAP"	-2.91177561537515	0.0543790877506685	0.00191084197856236	0.00206752420853361
"NM_002276"	"201650_at"	"KRT19"	-2.90967939672308	0.0544931977666816	0.000621526142617274	0.000915695069341469
"NM_004056"	"1555445_at"	"CA8"	-2.90222552505818	0.0549009006643132	0.00214985645274534	0.0022499359772697
"NM_001145675"	"1555472_at"	"SORBS2"	-2.89894797395069	0.0550811363766205	0.00156620985722844	0.0018073942649005
"NM_145175"	"225667_s_at"	"FAM84A"	-2.89812707955205	0.055126370736719	0.000180417157616028	0.000362626538652083
"NM_002214"	"1563010_at"	"ITGB8"	-2.89146230827987	0.0554950024472365	0.000306440991384997	0.000532979030861585
"NM_003507"	"203705_s_at"	"FZD7"	-2.8867090348267	0.0557594132798155	1.07278159337069e-05	4.25606815147717e-05
"NM_006623"	"201397_at"	"PHGDH"	-2.83789291425538	0.0585489036429561	0.000673114437547117	0.000978134156271809
"NM_130440"	"200635_s_at"	"PTPRF"	-2.83648739178659	0.0586312533011403	0.000496691125387429	0.000776544802194792
"NM_006147"	"1552477_a_at"	"IRF6"	-2.8011008584054	0.0607431561906566	0.000184995330817673	0.000369134519500738
"NM_145260"	"228399_at"	"OSR1"	-2.79937879661563	0.060847849777463	0.00070191450053757	0.00100389870037094
"NR_033701"	"223074_s_at"	"AIF1L"	-2.7110546254403	0.066466672295211	0.00074008666882593	0.00102799223793442
"NR_002722"	"214823_at"	"ZNF204P"	-2.68782525693466	0.0680287236120592	0.00216323479259363	0.0022522873398016
"NM_001005909"	"218192_at"	"IP6K2"	-2.67728140720821	0.0687498030471555	9.10992331054096e-05	0.000214330366259627
"NM_006278"	"203759_at"	"ST3GAL4"	-2.66576324976714	0.0695462521102935	4.74918911970865e-05	0.000132220173555174
"NM_001103149"	"218824_at"	"PNMAL1"	-2.66454069573997	0.0696313281553201	7.03327645574253e-05	0.000177145178781565
"NM_000424"	"201820_at"	"KRT5"	-2.64998070219381	0.0706525764870022	0.00139902219666197	0.00164574897940661
"NM_001453"	"1553613_s_at"	"FOXC1"	-2.63044470732271	0.0720464155450266	0.000395572480748286	0.000650711370770216
"NM_017617"	"218902_at"	"NOTCH1"	-2.59755812554	0.0744551665858013	0.00127647434231829	0.0015418757219786
"NM_032040"	"223495_at"	"CCDC8"	-2.55982706084125	0.0773181106161595	0.00144877687234084	0.00169116838752094
"NM_001256792"	"210523_at"	"BMPR1B"	-2.5537633584093	0.0777883689439298	0.00177771615798708	0.00195839148438868
"NM_001942"	"206642_at"	"DSG1"	-2.54595277950315	0.0783983200724127	0.00175945350238148	0.00194888371522912
"NR_003014"	NA	"SNORA47"	-2.53988124592967	0.0788757660527924	1.07229714391599e-05	4.25606815147717e-05
"NM_001207063"	"1555716_a_at"	"CXADR"	-2.53528266271992	0.0792393180977155	3.9330672769392e-05	0.000116457162785468
"NM_004443"	"1438_at"	"EPHB3"	-2.43304208762777	0.0877694237699287	2.94717192082738e-05	9.62391063650644e-05
"NR_003323"	NA	"SNORD116-8"	-2.43066543695005	0.0879782691083178	0.000555270538760612	0.000837987082209614
"NM_030625"	"228906_at"	"TET1"	-2.33569916715179	0.0967428194737772	3.84279451000412e-05	0.000115474072652104
"NM_020244"	"1559739_at"	"CHPT1"	-2.32373471761534	0.0979072460263325	0.000263428285955355	0.000477316327089254
"NR_003334"	NA	"SNORD116-20"	-2.28076989123771	0.102205489306841	0.00143738578210686	0.00168110437329261
"NM_022121"	"1556990_at"	"PERP"	-2.27453183979474	0.102845045124001	0.000463564520170166	0.000740483325640238
"NM_203291"	"203344_s_at"	"RBBP8"	-2.25951651999287	0.10440094832596	0.000393003418190555	0.000650008378315168
"NM_001546"	"209291_at"	"ID4"	-2.25647670904106	0.104718790317092	0.000800472654299381	0.00108392157311854
"NM_001018161"	"201876_at"	"PON2"	-2.23354706330628	0.107147695630763	0.00179347820881215	0.00197217621874814
"NM_033402"	"231872_at"	"LRRCC1"	-2.1931695112142	0.111562588780801	0.00170697146783642	0.00193171159764746
"NM_014333"	"1556259_at"	"CADM1"	-2.180773316801	0.112954147517368	4.22238150923838e-05	0.000122046932195604
"NM_001982"	"1563252_at"	"ERBB3"	-2.13983408399253	0.117674365463091	0.00114791350304148	0.00142491512545231
"NR_034143"	"241670_x_at"	"CASC14"	-2.11370772883476	0.12078928124489	0.00216313618614165	0.0022522873398016
"NM_001204963"	"205253_at"	"PBX1"	-2.11368214752229	0.12079237123276	0.000417471268422513	0.000679370133867199
"NM_015271"	"202341_s_at"	"TRIM2"	-2.08190608123006	0.124692311866749	0.00109485501134435	0.00138165694778798
"NR_002956"	NA	"SNORA14B"	-2.06291069356823	0.127083529824702	0.00209347134815773	0.00221382771486366
"NM_003390"	"212533_at"	"WEE1"	-2.03457604557362	0.130735896818766	0.000148462438153431	0.000310747241238389
"NM_021998"	"207781_s_at"	"ZNF711"	-2.02051889126081	0.132586649174123	0.0008110017281908	0.00108581017961087
"NM_198584"	NA	"CA13"	-2.01672132007938	0.133091113675733	0.00134506710599186	0.00159776073060089
"NM_001044385"	"1553956_at"	"TMEM237"	-2.01553666831635	0.133248873725103	0.000300162720035941	0.000525068504500912
"NM_001205255"	"209925_at"	"OCLN"	-2.0051060272296	0.1346460187943	0.00046553528965971	0.000741679582213764
"NM_015564"	"206408_at"	"LRRTM2"	-1.98120942503322	0.137902353855827	0.000337984198478289	0.000571466318875547
"NR_002985"	NA	"SNORA58"	-1.9518294995724	0.142014019188792	0.00101007525001145	0.00128805814444738
"NM_002766"	"1556715_at"	"PRPSAP1"	-1.93789764800014	0.144006383863966	0.000280718421703808	0.000502643309658441
"NM_001174067"	"207822_at"	"FGFR1"	-1.92978724847871	0.145179082268833	0.00128410384478381	0.00154346739363124
"NM_018031"	"217734_s_at"	"WDR6"	-1.91741018307106	0.146987139405054	0.00104162851627952	0.00131997601123522
"NM_015009"	"1555587_at"	"PDZRN3"	-1.88749803932683	0.151450257795692	0.000667341696565382	0.000976087734494427
"NM_001146286"	"212759_s_at"	"TCF7L2"	-1.87632079045454	0.153152550772598	0.000256133601957617	0.000468929329966927
"NM_002999"	"202071_at"	"SDC4"	-1.87265729751383	0.153714653061415	0.00214028503394663	0.00224378759171953
"NM_001035006"	NA	"RPL17"	-1.8699930856692	0.154124727480798	0.00213546957972678	0.00224378759171953
"NM_001001995"	"209167_at"	"GPM6B"	-1.80382861764562	0.164667231938122	0.00205875352442485	0.00219801921655285
"NM_006618"	"201547_at"	"KDM5B"	-1.7565241455142	0.172643907225463	0.00213902217505689	0.00224378759171953
"NM_015710"	"217807_s_at"	"GLTSCR2"	-1.70899368568188	0.181047892063163	0.0024305861666516	0.00245171534482371
"NM_015888"	"219976_at"	"HOOK1"	-1.7039394091902	0.181965274567367	0.00233431320343218	0.00236944500749721
"NM_015394"	"216350_s_at"	"ZNF10"	-1.70305488951592	0.182126297636297	0.00212323042344593	0.00223750150526333
"NM_014698"	"202699_s_at"	"TMEM63A"	-1.66610267637718	0.188982156888383	0.00180717092361536	0.00197643819908602
"NM_001040446"	"220953_s_at"	"MTMR12"	-1.52104482354475	0.218483490960743	0.0017585747063116	0.00194888371522912
"NM_015079"	"212796_s_at"	"TBC1D2B"	1.43268805051221	4.18994685679951	0.00222347429675339	0.00229142427526198
"NM_001127357"	"1554780_a_at"	"PHTF2"	1.48503637942719	4.41512602961289	0.00233024786335053	0.00236944500749721
"NM_002117"	"208812_x_at"	"HLA-C"	1.53190938535406	4.62700312521195	0.00153852816592373	0.00177883161279182
"NM_001099409"	"1557228_at"	"EHBP1L1"	1.55375356908532	4.72918824359463	0.000812121617040091	0.00108581017961087
"NM_015288"	"208202_s_at"	"PHF15"	1.58890226924184	4.89836888575704	0.0018084825949643	0.00197643819908602
"NM_006682"	"204834_at"	"FGL2"	1.59225461202248	4.91481745254085	0.000712076682351828	0.00101224952268749
"NM_002444"	"200600_at"	"MSN"	1.59659916486645	4.93621658785969	0.00119117967173803	0.0014636559934109
"NM_005475"	"203320_at"	"SH2B3"	1.60555369800561	4.98061659687459	0.000475375718064249	0.000749488469779218
"NM_014606"	"1554290_at"	"HERC3"	1.61540495082934	5.02992438315835	0.00148060423722442	0.00172169879692571
"NM_005028"	"205570_at"	"PIP4K2A"	1.63259195315956	5.11712088204123	0.00061095927791436	0.000904517760229309
"NM_014831"	"213261_at"	"TRANK1"	1.63882294083641	5.14910514248158	0.000406323794916749	0.000664793917828751
"NM_078483"	"1553272_at"	"SLC36A1"	1.64027562356568	5.15659059427016	0.00218499499717818	0.00226716574920882
"NM_004027"	"204552_at"	"INPP4A"	1.64408565501444	5.17627484159148	0.000821263812039428	0.00109321739892091
"NM_001104595"	"219629_at"	"FAM118A"	1.66574921549723	5.28963484193059	0.00116621763058792	0.00143880914993266
"NM_003648"	"208072_s_at"	"DGKD"	1.66825504069069	5.30290636329349	0.000693804013700233	0.00100033025253217
"NM_014674"	"203279_at"	"EDEM1"	1.66838430732416	5.303591896454	0.000920488123678513	0.00119133537542187
"NM_153047"	"210105_s_at"	"FYN"	1.67087097673435	5.31679658723308	0.00182664651866838	0.00198349630918016
"NM_018689"	"1554685_a_at"	"KIAA1199"	1.68535624508246	5.39437230869668	0.00113429644720543	0.00141379454507946
"NM_032873"	"228353_x_at"	"UBASH3B"	1.68642132064885	5.40012078357535	0.0016079871782681	0.00183467710001642
"NM_005516"	"200904_at"	"HLA-E"	1.69033665732164	5.42130552014149	0.00081945031445016	0.00109320074916758
"NM_019555"	"218501_at"	"ARHGEF3"	1.70146617508151	5.48197904345548	0.00103666708584162	0.00131643707344322
"NM_001171653"	"203603_s_at"	"ZEB2"	1.71911993158329	5.57961585918379	0.000659608154089889	0.000967106641383001
"NM_024582"	"219427_at"	"FAT4"	1.72536426842342	5.61456586629212	0.000444885447282179	0.000720121244000754
"NM_001244871"	"1559370_at"	"DAB2"	1.73133370390781	5.64818188952161	0.000353890381572009	0.000595045600039361
"NM_144973"	"215058_at"	"DENND5B"	1.74587694900036	5.73092500136242	0.00173097905786396	0.00194215210374015
"NM_001038702"	"1552612_at"	"CDC42SE2"	1.74685052350007	5.73650720070606	0.00142556540718732	0.00167049845977355
"NM_002158"	"206708_at"	"FOXN2"	1.75576238398131	5.78785863105392	0.00201479591568197	0.00216074402971547
"NM_004509"	"208012_x_at"	"SP110"	1.75806922264816	5.80122569904925	0.00233310109411737	0.00236944500749721
"NM_001012967"	"1559585_at"	"DDX60L"	1.76590479303833	5.8468601639127	0.000517203418853753	0.000794791076567666
"NM_001272071"	"203299_s_at"	"AP1S2"	1.76954540295143	5.86818509531081	0.00186686344634508	0.00202354662844904
"NM_015344"	"202594_at"	"LEPROTL1"	1.76982889854331	5.86984893575227	0.00113023674660173	0.00141379454507946
"NM_030915"	"221011_s_at"	"LBH"	1.80125615722814	6.05725154776531	0.000827445254795639	0.00109663595995841
"NM_006241"	"202165_at"	"PPP1R2"	1.80637351302333	6.08832810616163	0.000627246402933327	0.000921885149105399
"NM_018370"	"218627_at"	"DRAM1"	1.81193356551587	6.12227381252808	0.00246482087743778	0.00247296904562765
"NM_004586"	"203843_at"	"RPS6KA3"	1.81491296611603	6.14054171899181	0.00114771009787378	0.00142491512545231
"NM_004951"	"205419_at"	"GPR183"	1.81729203397212	6.15516787582559	0.00215896095692225	0.0022522873398016
"NM_014824"	"1554360_at"	"FCHSD2"	1.81931997676158	6.16766286942119	0.000145974774974229	0.00030659753774864
"NM_004120"	"202748_at"	"GBP2"	1.82473509366164	6.20115207701125	0.00131730360885462	0.00157129698355971
"NM_001013398"	"210095_s_at"	"IGFBP3"	1.83337277267397	6.25494763808232	0.000727214477672714	0.00101626089749231
"NM_021109"	"216438_s_at"	"TMSB4X"	1.83682818503796	6.27659844617967	0.000789081013288147	0.00107634196644024
"NR_046449"	"238790_at"	"LOC374443"	1.83973386513155	6.29486275560995	0.00208611523215611	0.00220989868397689
"NM_006282"	"1569791_at"	"STK4"	1.84614136642618	6.3353265944756	0.000317111737918163	0.000545288455853611
"NM_017554"	"224701_at"	"PARP14"	1.85389343567519	6.38462933718683	0.00098007542890665	0.00125507549651126
"NM_001024094"	"201865_x_at"	"NR3C1"	1.85465697922097	6.38950614129869	0.000109268868815937	0.000246565811789122
"NM_030641"	"1557116_at"	"APOL6"	1.85964598009134	6.42146304322036	7.79476213102915e-05	0.000189256824541388
"NM_020119"	"213051_at"	"ZC3HAV1"	1.85990363787674	6.42311779633796	0.00171530898044807	0.00193171159764746
"NR_024153"	"228702_at"	"MKLN1-AS1"	1.86273996075121	6.44136169282897	0.000579658094020911	0.00086450236626706
"NM_005514"	"208729_x_at"	"HLA-B"	1.86376602562556	6.44797433972717	0.000729285599383317	0.00101626089749231
"NM_030797"	"208092_s_at"	"FAM49A"	1.87619556888781	6.52861987103164	0.000825827053046869	0.00109663595995841
"NM_015184"	"213309_at"	"PLCL2"	1.87692500580503	6.5333838246747	0.000841657222954557	0.00111062159637699
"NM_004857"	"207800_at"	"AKAP5"	1.88376236209467	6.57820796233558	0.00196017285940545	0.00210588482417541
"NR_033680"	"1554479_a_at"	"CARD8"	1.88584514035016	6.59192318876928	0.000775345820155138	0.00106385182083328
"NM_000459"	"206702_at"	"TEK"	1.89400832358906	6.64595449935792	0.00160409985816695	0.0018336885384319
"NM_001243428"	"211626_x_at"	"ERG"	1.90277263815204	6.70445773103965	0.00175776014688853	0.00194888371522912
"NM_002373"	"203151_at"	"MAP1A"	1.90408781293971	6.71328106565429	0.000768350862742056	0.00105757136889893
"NM_014231"	"207100_s_at"	"VAMP1"	1.91310038971135	6.77405849588158	0.00159421959846016	0.00182583263446286
